id,user_drinking,text
465265871074512900,no,N/A
472929684817461250,yes,N/A
472795413138141200,no,N/A
464223473628614660,no,"Me trying to pick which golf club to use, even though with my skill they all hit about 100 yards anyway 😂 #golfprobs http://t.co/paju36SXPW"
464889333120770050,yes,getting wine! (@ Whitehouse Liquor at Marketplace) http://t.co/Pmg69IJJPi
470776185581232100,no,5 retweets and this party will throw Imraan in the fire
463141348804407300,no,N/A
471990797718806500,no,Now there's nothing but time that's wasted.
465131941323235300,no,N/A
462044183390601200,yes,N/A
468606874083139600,yes,"might as well sit here and roll me a joint or pour me a drink, so I can get wasted and don't have to think"
4.6976632397182157e+017,yes,alcohol my only friend
472936058771230700,no,N/A
472168415256657900,no,N/A
471477962127077400,no,Finally got my chase account out of negative ' turn up . I can swipe my bitch now.
470102671337488400,yes,N/A
4.7209360439221043e+017,no,N/A
468505205525344260,no,"You'll be my glass of wine, I'll be your shot of whiskey🍻"
469532222647959550,no,"Girl I felt we had it all planned out, guess I fucked up the vision"
4.6895755402308403e+017,yes,why is it such a hassle for zach to get me a glass of wine
465185073978171400,no,N/A
467083655366844400,yes,N/A
464500669614133250,yes,Don't really know if I'm drunk or hungover.... #slopeday2014
465318292845232100,no,Joe and nate  party if I know you come over
463160696046227460,no,N/A
467524697635037200,no,@HeavyMetalLamb yeah thanks I fucked up the name I haven't slept in 2 days I know UMG
465290598229233660,yes,The perfect beer. - Drinking a Genesee Beer by @geneseebrewery at @dinobbq  — http://t.co/UN8ReT6OC3 #photo
469516771649941500,yes,@TheReal_Dielon haha I'm honored. The taste is still second to that alcohol content.
462018549544800260,yes,Really trying to fight this post workout craving for a beer and a slice from ACME.
469985364958920700,yes,started my week back on campus wine tasting and now I'm ending it the same way..good friends and good drinks #glassfest
469988019685298200,yes,N/A
4.6232350089663283e+017,no,N/A
468971422325682200,no,N/A
4.7186856180411597e+017,no,"in Syracuse at Dinosaur Bar-B-Q prep'ing for Benjamin Burrt Celebration of Science, Thurs. May 29 ...... http://t.co/xJClZfqjmu"
471761403230314500,no,i guess jills hot friend isn't gonna follow me back.. fucked up
468126685033164800,no,Everybody wants to party with Aretha!
467545241218596860,yes,I am wearing a conquered bucket of rum http://t.co/hc2pNXfdEx
4.6584263816881357e+017,no,@beckins44 I wana see you knock someone out the right way ya bitch not some cheap ass shot like that
466418814935384060,no,"@ByronYork @allahpundit Temperature of the Tea Party, could be a harbinger of beyond the norm of higher turn-out for Republicans."
467233151362662400,no,@hugo4de @TobyTobesSharp @wearemypet yeah! my first glimpse of a belly shot today-is a PUPPPY!!!
472099523280773100,no,Let's have a pool party
462749056486621200,yes,Relaxing - Drinking a Delirium Tremens by @Deliriumbrewery @ Angry Goat Pub  — http://t.co/478ejOMLH3 #photo
468919984480354300,yes,N/A
46260454752623e4,no,N/A
472151664947126300,no,N/A
472230960855932900,yes,"@WOB_USA not all of the Belgian brew tour beers are available at @wobsyracuse yet, any word on when they'll be available? #wob #brewtour"
468387003474927600,no,Mondays specials. Hand tossed personal pesto pizza. Country club wedge.  Bruschetta chicken sandwich and Cajun shrimp salad
462972443716751360,no,How the fuck do you screen shot on snap chat for a galaxy 4 please enlighten me
464924393526026240,no,N/A
472563455212671e3,no,Someone kept calling my mom today saying I gave their kid alcohol lastnight...alright😂😩
465512122144010240,yes,@zachhhburke I'm still fucked up I looked at my snaps n ask myself when the fuck did that happen
4.6217313608010957e+017,no,Hmmmp😤 no party for me tonight😒
472844136408969200,yes,Much better on draught than in bottle - Drinking a Swing Session Saison by @VictoryBeer @ The 112  — http://t.co/Mz37gh5K2K
462054184280653800,yes,N/A
472591746535534600,no,N/A
471884265878077440,yes,"@alyac_x0 Love you half-sister, you're the best ❤️ hope you have the greatest birthday ever! The big 2-0... y'all grow up so fast. Turn up?"
465618993400004600,yes,N/A
470220802810732540,yes,Im a big ass baby when you mix the weed n the drank 😭😁😄 i be wanted to boo love when im drunk/high
471759427360813060,yes,N/A
467893054817706e3,no,This bar is playing old school rap and all I want is my @ItsaMeeDLaciioo 😭😭
465337222716461060,yes,Not being blind drunk on a Saturday really grinds my gears
4.6959512537582797e+017,yes,"You know what else is weird? My Philippino girl being late when good food, movie and wine is on the menu for tonight."
465702613430722560,no,I seen 2 of my bitches in the club and I know they know about each other
462625583286214660,no,N/A
462440139407753200,no,Mynigga Pete had 4 corona lites talkin bout wasted..
470004730224476160,yes,N/A
468921187452850200,no,Just saw a girl eat a lean cuisine n Reese's for dinner. The Reese's were about as big a her lean cuisine?!?!
470600510555562e3,no,Still assume that I can text @akelley55 where she is at the bar...she's in Wyoming. #ridethebisontoSuds🐃
462978282204319740,no,Wake up with a killer headache and I wasn't even drunk last night smh
470942796644630500,no,"Remember today's not just about getting drunk, take a moment to remember those who protect our rights to do as we please #GodBless #Merica🇺🇸"
470094931558948860,yes,N/A
462438007489187840,yes,@K_M_Wx2 drunk dr webb and pitonzo😫😫💘
464475194338594800,no,N/A
465859659761328100,no,She a good girl and he know I live the life of an old lady I don't turn up home work&amp;back home thats my life
472054053741289500,no,"The paramore three bar tattoo, I'm a paramore fan, it's to support the band and show that I'm dedicated."
465189077445513200,no,Eurovision party. My apt. 3 pm. Be there And be square.
467744974579433500,yes,"I'm at O'Callaghan's Pub - @ocallaghanpub (Rochester, NY) http://t.co/ES4Fej8mPh"
463427936520249340,yes,So much better out of a bottle - Drinking a Dos Equis Special Lager @ Eye Hub - http://t.co/1gjfenkGHB #photo
464255704983805950,no,@morgan_harp27 A shot in the dark? MORE LIKE A SHOT IN HEAVEN
462411537190121500,yes,"lights off, wine poured, #Hannibal on. #WrapYourWilly time is now."
469225207581122560,yes,Drinking a Georgia Peach Beer by @cbcraftbrewers @ McColley's — http://t.co/3nQ4eegQGf
465714557823242240,no,N/A
464172133065981950,no,N/A
465531017864806400,no,No lint shaver? Guess I'll use my ka-bar
462240153424379900,no,N/A
467133092101382140,no,@AdogAaron party pussy
463417251098808300,no,N/A
464945750045380600,yes,"I'm at Eddie O'Brien's Grille &amp; Bar (Canandaigua, NY) http://t.co/V966XpfPtG"
466714074169237500,no,@maddycannon1 working at party city!! Funny shit!!! 😂😂
470682265593196540,yes,Shot gunnin' Busch 😜
4.6780542794704077e+017,no,This movie is fucked up.
470383915572936700,no,N/A
465339062380163100,yes,N/A
465819225945538560,no,N/A
461856095020257300,yes,N/A
472902755649331200,no,With the accompany of @joeylosapio16 We successively rode our bikes the 22 miles to JimmyZ's. #milkshakes #turnup
471319932991307800,no,@TrellPanye u drunk
468028767277834240,no,Happy Sunday! Come visit me at our nutrition club!! #Sunday #smile #laugh #blonde #girl #gm #excited… http://t.co/NsUwyDl3M6
469331324449591300,no,You better be drunk or dead.
467771387021905900,no,N/A
462434801795211260,no,N/A
471008386792693760,yes,"The only beer on tap, naturally. @ Mac's Drive In http://t.co/Xe3a4uZHry"
470631360575459300,yes,N/A
468432175336288260,no,N/A
464582426598314e3,no,N/A
469686051976785900,no,N/A
468601800170295300,no,I love that snap chat shows you when people screen shot it. Shows who's loyal lmao
472661816838193150,yes,N/A
469667432400183300,no,"""@thisisblumer: ""@Partyprobs: When me and my best friend walk into a party http://t.co/PmQTC0rnlA"" @paulfenzl1  we literally do this lmao"""
463399721785380860,no,&amp;&amp; yes I call he shot
472616405620117500,yes,Last call @ Half Penny Pub http://t.co/fCVyoXuMkt
462715686432022500,no,N/A
468270513295745e3,yes,"""@thomas_jalen93: My new pick up line is I got a bottle of moscato and a Dutch rolled"" @drosekrans our kind of guy 😂😂😂"
462053240721252350,no,Eric told me he was going to bring a spray bottle to prom to spray me with in case I misbehave 😟😂👏🙈
472094084799410200,no,N/A
468575129543671800,no,N/A
462801742824869900,no,N/A
472466723543978e3,no,@Mursan  That is so true. Culture Club/Duran Duran will always be cool.
467347794357800960,no,Too much of my mind is wasted on thinking of stuff that makes me crazy
467656430800343040,no,N/A
468176686832705540,yes,N/A
472211461008154600,no,N/A
470704988197761e3,yes,Getting drunk again tonight 😊😁
464614418832437250,yes,Neighbors literally just made me want to get super fucked up
462068452283269100,no,@TheRealMasaed23 dumb question. What player has a better shot? No one
470786900136325100,no,Welp my hotschedules just fucked up for a second and told me I have to work tomorrow morning but it fixed so I'm safe 😊🙌
468179627534721e3,no,Watching the Hangover
468527569009393660,yes,Drinking a Dos Equis Special Lager by Cervecera Cuauhtmoc Moctezuma at @casalargawinery — http://t.co/YkhC2q9HUQ
466039842544320500,no,N/A
468219145893707800,no,I wish I knew if Zach was safe. He hasn't texted me back since he left the bar. :(
463192447422849e3,yes,Drinking a Coors Light Summer Brew by Coors Brewing Company @ My House — http://t.co/CjknCxAFKV
464918506618621950,yes,Wine flights because we're grown ups now #CollegeGrads in 12 hours @ Blu Wolf Bistro http://t.co/Ne2VXXnqva
465669130839154700,no,N/A
465553267968475140,no,N/A
462065332602302460,no,We aren't letting you in the party 😂 don't think you can show up just because you saw the tweets 😂😂😂
4.7294409603914957e+017,no,You dont make every shot dudes dumb now a day
464988267428212740,no,I tackled @mbailey03 and spilled her beer tonight #hopeshestilllovesme
467126321756528640,yes,Time to get just a lil tiny bit extremely hammered😋🍻🍻🍻
465331778874789900,no,"its fucked up eminem was never my friend or relative, for the only two people that really understand eachother n r fucked up is a shame 😔"
4.6640644339114803e+017,no,"#Brockport was featured on BroBible for the ""Greatest Beer Pong Dunk Off a Roof Of All Time"" and fail http://t.co/Z4hsuvPxyh via @BroBible"
465986929079885800,yes,"Beer, sausage and NHL playoffs."
4.6550177159161037e+017,no,N/A
470758193346658300,yes,I really drunk called Kenna 😂😂
463135265494941700,no,N/A
467497347342413800,yes,"""@EarlDibblesJr: Beer is good, but beers are better."""
467459496714178560,no,N/A
466648421164924900,no,Love this store!  I'm home! (@ Sam's Club) http://t.co/C4zt3ip4hg
469138286167224300,no,Laying out the party! #PXYSJ (@ Frontier Field - @rocredwings) http://t.co/PY75TAreZp http://t.co/dTEEIlRW8W
466593136052305900,no,N/A
464179400200552450,yes,Drinking a Rebel IPA by @SamuelAdamsBeer @ Thirsty Frog Pub &amp; Grill — http://t.co/M0KaZynmdD
472475022934564860,yes,I have alcohol so I can drink by myself tonight
472203205292851200,no,“@tumbling_probs: Quote this with an action shot of this past season. ✨🎀👌🎥” u can tell I get a little too into dance http://t.co/IdnxPR0iR5
463163003635253250,no,"“@JessicaHiser: once my car is fixed I can FINALLY drive to henny and reunite with gabby, bridget, bridget and yak."""
467893416572231700,yes,N/A
465618453672779800,no,How about OKC tho there yak? @jackharper14
470016192183554050,yes,N/A
463670312861986800,yes,"@Derecuse replacement hips soon, can you play beer pong in a nursing home? #we'llbetheresoon"
466649096120705e3,no,party party lets throw a party
471724840760930300,yes,It's 3 o'clock and I still feel like I'm drunk
470816011155824640,no,N/A
470056663580684300,yes,N/A
465990486663364600,no,"I'm at Dinosaur Bar-B-Que - @dinosaurbq (Syracuse, NY) http://t.co/14EDN8xESL"
462753129361330200,no,floyd loses tonight I will stand on the bar &amp; just point and laugh at everybody who said he would win.
472205527049830400,no,"Athena after party ? Tempting , I think I may just go lol"
470299658754211840,no,N/A
469505036872343550,no,@KatieRobie welcome to the club now u see what I have to deal with
463206674598088700,no,N/A
467168614945398800,yes,N/A
462313827745665e3,no,Aye Turn Up 💃💁👌
464987629877231600,no,How do people go behind other people's backs and do some fucked up shit I don't understand
465612646616924160,no,"I'm at Banzai Sushi &amp; Cocktail Bar (Rochester, NY) http://t.co/5sLvltC1YV"
465996399797350400,yes,Champagne and cake makes everything in life better.. Right? 😤🍰
4.6675070401170637e+017,no,N/A
464162494232424450,yes,A very smooth and pleasurable experience! - Drinking a New Dogtown Pale Ale @ Acme Bar &amp; Pizza - http://t.co/U5QpYXUrKh
465711442373902340,no,Smiths binge. 🎧
467529949843173400,no,N/A
470312082395508740,yes,Favorite bar/restaurant in the Cuse.  Lets drink! (@ Empire Brewing Company) http://t.co/0SHIha3ver
467840770011983900,yes,"""@Drunk_America: There's nothing better than an ice cold beer on a Saturday night."" @YankeeFanatic7--Jeffrey and I had a few for u today :)"
472799345801449500,yes,Currently sitting In the park and watching two dudes fly a drone around. Reminds of the days before I discovered girls and booze.
470414042390331400,no,+100 RT @laloalcaraz: One UCSB victim's dad had it right: WHAT ABOUT MY SON'S RIGHT TO NOT GET SHOT TO DEATH??!
470561335148027900,no,Have fun in California @maxyice817 keep throwing wine in people's drinks...see how that works out LOLOLOLOLOLOLOL
464254835102322700,no,N/A
469317359585738750,no,N/A
468229758032302100,no,"The real Republican Party platform should be open membership to all peoples, support of small business, with full employment at good wages."
471703588113498100,no,@margariiiitaa I think something else got the best of you. Yah might wanna lay off the wine
470720157061763100,no,"I'm at Dinosaur Bar-B-Que (Syracuse, NY) http://t.co/yur0atRaSM"
4.6220789227666637e+017,no,join the club. RT @KeilmanKristin: @EvryoneH8sChris I'm confused and creeped out.
463126501022392300,yes,N/A
467427878318395400,yes,Laying around in my underwear watching chick flicks and drinking wine because the semester is over and I deserve it goddamn it! 😼💃🍷
464215065475166200,yes,This bottle of wine&gt; my homework
469644584235319300,no,N/A
462749391334682600,yes,Decent ipa. Those fries were way too spicy. - Drinking a Rebel IPA by @SamuelAdamsBeer @ Good Buddy's Pub  — http://t.co/npAv3bmUTa
465317485034885100,no,"@anaaamadden i knew i liked u that party we met at, kendrick is the fucking shit😈😈😈👌"
466016766335127550,no,N/A
464456062360649700,no,@sortino172 @ryanbicknell @jcr0ce anyone club lib?
466399528401506300,yes,N/A
464373675563954200,no,Breakfast Club
462702624182382600,no,N/A
463522573251125250,no,My niggas couldn't even turn up with me til 12:01..
465740198056169500,no,@PINKamorr Turn up on them
462460276189573100,yes,Late night drunk showers be the best lol
470701675314163700,yes,"Sundays are good days to drink beer 
#dogfishhead @ The Barking Gull http://t.co/2bHO23Kwmy"
469139693850751e3,no,He got 5 minutes &amp; im sending out a search party!
471327047974154240,no,I love eating here because you get two meals for the price of one! (@ Mooney's Bar &amp; Grill) http://t.co/jYmYuTEI0M
463012191122096100,yes,Don't understand how rock stars can function with a hangover. Oh my god I just want to crawl into bed and sleep for the rest of my life
467008418172002300,no,I'm driving to the country club and there's a cow in the middle of the road 😳
462819911304101900,no,Party of 1 in my living room! Woooo!
464150049791160300,no,Okayyy for me and lex to be all over ig from our Saturday turn up and were just now realizing 😴😴😴
462098726962470900,yes,“@whaddup_breezy: Tbt to when @cweinx picked us up from a bar and left @jessweinx on the side of the road @LCles” but actually 😑✌️
469669485721694200,no,"Yo @bridg3t_c0llins I forgot to tell you, I'm doin tennis with @n_wendlandt 🎾 #turnup"
470083672847417340,no,N/A
462413842824577e3,yes,My idea of a perfect night would be getting drunk and singing karaoke in my underwear. #yolo
469314968836644860,no,Well I really hope glow sticks are allowed.. Otherwise I just wasted $20 lmao
465323535343579140,no,N/A
465479550592622600,no,@JayneBebee my shoes are shot to shit
465951856536346600,no,"I wonder if anybody's favorite part of summer is skinny, middle-aged, alcoholic looking men in wife beaters #YouNeverKnow"
467040120814972900,yes,Bar Wit My Babygirl Later !!
462351420675862500,yes,"Gatorade &amp; vodka, don't mind if I do😉 drinks with my love @StephanieMagura http://t.co/fZQG9YaaFD"
468594234837467140,yes,N/A
470674361930633200,no,Decided I'm not going to my aunts house party
462480081269452800,no,N/A
469148407362486300,no,N/A
4.6456575334652723e+017,yes,N/A
467103914303971300,yes,N/A
472854099743211500,no,Can someone help me set up my party area? -__-
468888370362728450,yes,Been locked outta my car for about 5 days now and @Gcapp2 full bottle of liquor is blatantly sitting in my backseat
471431003710689300,no,My phone is all cracked and fucked up...I need change
462337868124655600,yes,No - Drinking a He'Brew Funky Jewbelation (2014) by @ShmaltzBrewing @ MacGregor's Grill &amp; Tap Room  — http://t.co/zP6MYoi23b
467826893799321600,no,Let's thro a party invite the bad bitch
472795196338339840,no,"I don't care where you work, ain't no party like a park and shop party cause a park and shop party don't stop"
466435982980837400,no,Let's blame a review and a touch foul for the loss rather than hold the ball and get fouled with 17 seconds and shot clock off #NoIQInCP3
465847245032939500,no,@SI_PeterKing Do the bills have any shot at making the playoffs this year?
463818796424126460,yes,N/A
464252992787861500,no,N/A
467998232568533e3,no,Romeos birthday party😎💃🎉
469190628317098e3,no,Turnup at the softball field at 4:30 #ballislife ⚾️
462464066557325300,no,N/A
462461699887734800,no,Whoaa Batum big shot
4.6224454019239117e+017,yes,Never drinking on a work night again the hangover was real
464920389626646500,yes,This tastes like ginger ale and beer and there is a tiger on the bottle so it's pretty awesome in my book http://t.co/vfcKT2wf6R
467763831897616400,no,N/A
465404489810591740,yes,N/A
4.6819660970960077e+017,no,My asthma got me fucked up rn
470958463045353500,yes,@allyssaquinones alright let's meet in front of our works and party whoever is working @m_c_b_f @kristy_olthof
465671657487880200,yes,N/A
464804535459143700,no,N/A
464960501794218e3,no,N/A
463463646379925500,no,@SvanteMyrick Why was the permit for the Catherine Street Block Party denied?! #AMST2001
4.6379174317171917e+017,no,Jordan and Ty's wrestling matches are A1! We honestly should start a Miner fight club
470257475674193900,yes,Great session beer at a very cool farmhouse brewery. - Drinking a Session Saison @ Abandon Brewing Company - http://t.co/kZXJbD6LC8 #photo
464199930123665400,yes,N/A
466362283384635400,yes,"“@drunk: In alcohol's defense, I've done some pretty stupid shit sober as well.” Truuuuu"
466599646819676160,no,Realizing you're not in bloom anymore and that block party and suck shirts are not acceptable attire for the gym &lt;&lt;
472577843319545860,yes,The problem (worlds greatest blessing) for alb is that any little excuse can turn into a week of binge celebratory blacking out 🍻💊❄️🍁
